"datefed","species","site","ratID","seedfate"
"11/21/2017","carica papaya","fandango road","antoinette","destroyed"
"11/21/2017","carica papaya","fandango road","antoinette","destroyed"
"11/21/2017","carica papaya","fandango road","antoinette","destroyed"
"11/21/2017","carica papaya","fandango road","antoinette","destroyed"
"11/21/2017","carica papaya","fandango road","antoinette","destroyed"
"11/21/2017","carica papaya","fandango road","antoinette","destroyed"
"11/21/2017","carica papaya","fandango road","antoinette","destroyed"
"11/21/2017","carica papaya","fandango road","antoinette","destroyed"
"11/21/2017","carica papaya","fandango road","antoinette","destroyed"
"11/21/2017","carica papaya","fandango road","antoinette","destroyed"
"11/21/2017","carica papaya","fandango road","antoinette","destroyed"
"11/21/2017","carica papaya","fandango road","antoinette","destroyed"
"11/21/2017","carica papaya","fandango road","antoinette","destroyed"
"11/21/2017","carica papaya","fandango road","antoinette","destroyed"
"11/21/2017","carica papaya","fandango road","antoinette","destroyed"
"11/21/2017","carica papaya","fandango road","pepe","destroyed"
"11/21/2017","carica papaya","fandango road","pepe","destroyed"
"11/21/2017","carica papaya","fandango road","pepe","destroyed"
"11/21/2017","carica papaya","fandango road","pepe","destroyed"
"11/21/2017","carica papaya","fandango road","pepe","destroyed"
"11/21/2017","carica papaya","fandango road","pepe","destroyed"
"11/21/2017","carica papaya","fandango road","pepe","destroyed"
"11/21/2017","carica papaya","fandango road","pepe","destroyed"
"11/21/2017","carica papaya","fandango road","pepe","destroyed"
"11/21/2017","carica papaya","fandango road","pepe","destroyed"
"11/21/2017","carica papaya","fandango road","pepe","destroyed"
"11/21/2017","carica papaya","fandango road","pepe","destroyed"
"11/21/2017","carica papaya","fandango road","pepe","destroyed"
"11/21/2017","carica papaya","fandango road","pepe","destroyed"
"11/21/2017","carica papaya","fandango road","pepe","destroyed"
"11/21/2017","carica papaya","fandango road","pepe","destroyed"
"11/21/2017","carica papaya","fandango road","pepe","destroyed"
"11/21/2017","carica papaya","fandango road","pepe","destroyed"
"11/21/2017","carica papaya","fandango road","pepe","destroyed"
"11/21/2017","carica papaya","fandango road","pepe","destroyed"
"11/21/2017","carica papaya","fandango road","pepe","destroyed"
"11/21/2017","carica papaya","fandango road","pepe","destroyed"
"11/21/2017","carica papaya","fandango road","pepe","destroyed"
"11/21/2017","carica papaya","fandango road","pepe","destroyed"
"11/21/2017","carica papaya","fandango road","pepe","destroyed"
"11/21/2017","carica papaya","fandango road","pepe","destroyed"
"11/21/2017","carica papaya","fandango road","pepe","destroyed"
"11/21/2017","carica papaya","fandango road","pepe","destroyed"
"11/21/2017","carica papaya","fandango road","pepe","destroyed"
"11/21/2017","carica papaya","fandango road","pepe","destroyed"
"11/21/2017","carica papaya","fandango road","pepe","destroyed"
"11/21/2017","carica papaya","fandango road","pepe","destroyed"
"11/21/2017","carica papaya","fandango road","pepe","destroyed"
"11/21/2017","carica papaya","fandango road","pepe","destroyed"
"11/21/2017","carica papaya","fandango road","pepe","destroyed"
"11/21/2017","carica papaya","fandango road","pepe","destroyed"
"11/21/2017","carica papaya","fandango road","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","pepe","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","claudia","destroyed"
"9/12/2017","carica papaya","uogml","francois","destroyed"
"9/12/2017","carica papaya","uogml","francois","destroyed"
"9/12/2017","carica papaya","uogml","francois","destroyed"
"9/12/2017","carica papaya","uogml","francois","destroyed"
"9/12/2017","carica papaya","uogml","francois","destroyed"
"9/12/2017","carica papaya","uogml","francois","destroyed"
"9/12/2017","carica papaya","uogml","francois","destroyed"
"9/12/2017","carica papaya","uogml","francois","destroyed"
"9/12/2017","carica papaya","uogml","francois","destroyed"
"9/12/2017","carica papaya","uogml","francois","destroyed"
"9/12/2017","carica papaya","uogml","francois","destroyed"
"9/12/2017","carica papaya","uogml","francois","destroyed"
"9/12/2017","carica papaya","uogml","francois","destroyed"
"9/12/2017","carica papaya","uogml","francois","destroyed"
"9/12/2017","carica papaya","uogml","francois","destroyed"
"9/12/2017","carica papaya","uogml","francois","destroyed"
"9/12/2017","carica papaya","uogml","francois","destroyed"
"9/12/2017","carica papaya","uogml","francois","destroyed"
"9/12/2017","carica papaya","uogml","francois","destroyed"
"9/12/2017","carica papaya","uogml","francois","destroyed"
"9/12/2017","carica papaya","uogml","francois","destroyed"
"9/12/2017","carica papaya","uogml","francois","destroyed"
"9/12/2017","carica papaya","uogml","francois","destroyed"
"9/12/2017","carica papaya","uogml","francois","destroyed"
"9/12/2017","carica papaya","uogml","francois","destroyed"
"9/12/2017","carica papaya","uogml","francois","destroyed"
"9/12/2017","carica papaya","uogml","francois","destroyed"
"9/12/2017","carica papaya","uogml","francois","destroyed"
"9/12/2017","carica papaya","uogml","francois","destroyed"
"9/12/2017","carica papaya","uogml","francois","destroyed"
"9/12/2017","carica papaya","uogml","francois","destroyed"
"9/12/2017","carica papaya","uogml","francois","destroyed"
"9/12/2017","carica papaya","uogml","francois","destroyed"
"9/12/2017","carica papaya","uogml","francois","destroyed"
"9/12/2017","carica papaya","uogml","francois","destroyed"
"9/12/2017","carica papaya","uogml","francois","destroyed"
"9/12/2017","carica papaya","uogml","francois","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","antoinette","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"9/12/2017","carica papaya","uogml","gustave","destroyed"
"10/12/2017","carica papaya","uog ml","pepe","destroyed"
"10/12/2017","carica papaya","uog ml","pepe","destroyed"
"10/12/2017","carica papaya","uog ml","pepe","destroyed"
"10/12/2017","carica papaya","uog ml","pepe","destroyed"
"10/12/2017","carica papaya","uog ml","pepe","destroyed"
"10/12/2017","carica papaya","uog ml","pepe","destroyed"
"10/12/2017","carica papaya","uog ml","pepe","destroyed"
"10/12/2017","carica papaya","uog ml","pepe","destroyed"
"10/12/2017","carica papaya","uog ml","pepe","destroyed"
"10/12/2017","carica papaya","uog ml","pepe","destroyed"
"10/12/2017","carica papaya","uog ml","pepe","destroyed"
"10/12/2017","carica papaya","uog ml","pepe","destroyed"
"10/12/2017","carica papaya","uog ml","pepe","destroyed"
"10/12/2017","carica papaya","uog ml","pepe","destroyed"
"10/12/2017","carica papaya","uog ml","pepe","destroyed"
"10/12/2017","carica papaya","uog ml","pepe","destroyed"
"10/12/2017","carica papaya","uog ml","pepe","destroyed"
"10/12/2017","carica papaya","uog ml","pepe","destroyed"
"10/12/2017","carica papaya","uog ml","pepe","destroyed"
"10/12/2017","carica papaya","uog ml","pepe","destroyed"
"10/12/2017","carica papaya","uog ml","pepe","destroyed"
"10/12/2017","carica papaya","uog ml","pepe","destroyed"
"10/12/2017","carica papaya","uog ml","pepe","destroyed"
"10/12/2017","carica papaya","uog ml","pepe","destroyed"
"10/12/2017","carica papaya","uog ml","pepe","destroyed"
"10/12/2017","carica papaya","uog ml","pepe","destroyed"
"10/12/2017","carica papaya","uog ml","pepe","destroyed"
"10/12/2017","carica papaya","uog ml","pepe","destroyed"
"10/12/2017","carica papaya","uog ml","pepe","destroyed"
"10/12/2017","carica papaya","uog ml","pepe","destroyed"
"10/12/2017","carica papaya","uog ml","pepe","destroyed"
"10/12/2017","carica papaya","uog ml","pepe","destroyed"
"10/12/2017","carica papaya","uog ml","pepe","destroyed"
"10/12/2017","carica papaya","uog ml","pepe","destroyed"
"10/12/2017","carica papaya","uog ml","pepe","destroyed"
